s.no,title,type,main_genre,listed_in,rating,main_country,release_year,year_added,month_added,date_added,day_of_week,duration_int,duration_type,director,cast,description
200,Krishna Cottage,Movie,Action & Adventure,"Action & Adventure, Horror Movies, International Movies",TV-14,India,2004,2021,8,27-08-21,Friday,124,min,Santram Varma,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
201,Kucch To Hai,Movie,Dramas,"Dramas, International Movies, Thrillers",TV-14,India,2003,2021,8,27-08-21,Friday,136,min,"Anil V. Kumar, Anurag Basu","Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
202,Kyaa Kool Hai Hum,Movie,Comedies,"Comedies, International Movies, Music & Musicals",TV-MA,India,2005,2021,8,27-08-21,Friday,165,min,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
203,Kyaa Kool Hain Hum 3,Movie,Comedies,"Comedies, International Movies",TV-MA,India,2016,2021,8,27-08-21,Friday,124,min,Umesh Ghadge,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
204,Kyaa Super Kool Hain Hum,Movie,Comedies,"Comedies, International Movies",TV-MA,India,2012,2021,8,27-08-21,Friday,136,min,Sachin Yardi,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
205,Kyo Kii... Main Jhuth Nahin Bolta,Movie,Comedies,"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,India,2001,2021,8,27-08-21,Friday,150,min,David Dhawan,"Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl",The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
206,"LSD: Love, Sex Aur Dhokha",Movie,Dramas,"Dramas, Independent Movies, International Movies",TV-MA,India,2010,2021,8,27-08-21,Friday,112,min,Dibakar Banerjee,"Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
207,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,Action & Adventure,"Action & Adventure, International Movies, Music & Musicals",TV-14,India,2008,2021,8,27-08-21,Friday,119,min,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
208,Once Upon a Time in Mumbaai,Movie,Dramas,"Dramas, International Movies, Music & Musicals",TV-14,India,2010,2021,8,27-08-21,Friday,133,min,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
209,Once Upon a Time in Mumbai Dobaara!,Movie,Dramas,"Dramas, International Movies, Music & Musicals",TV-14,India,2013,2021,8,27-08-21,Friday,142,min,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
210,Ragini MMS,Movie,Horror Movies,"Horror Movies, International Movies",TV-MA,India,2011,2021,8,27-08-21,Friday,93,min,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
211,Ragini MMS 2,Movie,Horror Movies,"Horror Movies, International Movies",TV-MA,India,2014,2021,8,27-08-21,Friday,113,min,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
212,Rebellion,TV Show,International TV Shows,"International TV Shows, TV Dramas",TV-MA,Ireland,2016,2021,8,27-08-21,Friday,2,Seasons,unknown,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
213,RIDE ON TIME,TV Show,Docuseries,"Docuseries, International TV Shows",TV-PG,various,2021,2021,8,27-08-21,Friday,3,Seasons,unknown,"King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto",Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.
214,SAS: Rise of the Black Swan,Movie,Action & Adventure,"Action & Adventure, International Movies",R,various,2021,2021,8,27-08-21,Friday,124,min,Magnus Martens,"Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Wilkinson, Tom Hopper, Noel Clarke, Anne Reid, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe, Douglas Reith","A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
215,Shootout at Lokhandwala,Movie,Action & Adventure,"Action & Adventure, Dramas, International Movies",TV-MA,India,2007,2021,8,27-08-21,Friday,116,min,Apoorva Lakhia,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
216,Shor In the City,Movie,Comedies,"Comedies, Dramas, Independent Movies",TV-14,India,2011,2021,8,27-08-21,Friday,106,min,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
217,The Dirty Picture,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,India,2011,2021,8,27-08-21,Friday,145,min,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Rajesh Sharma, Imran Hasnee, Anju Mahendru","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol."
218,Titletown High,TV Show,Reality TV,"Reality TV, Teen TV Shows",TV-14,various,2021,2021,8,27-08-21,Friday,1,Season,unknown,Not listed,"In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title."
219,EDENS ZERO,TV Show,Anime Series,"Anime Series, International TV Shows",TV-14,Japan,2021,2021,8,26-08-21,Thursday,1,Season,unknown,"Takuma Terashima, Mikako Komatsu, Rie Kugimiya, Hiromichi Tezuka, Shiori Izawa, Shiki Aoki, Sayaka Ohara, Hochu Otsuka, Kikuko Inoue","Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother."
220,Family Reunion,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-PG,United States,2021,2021,8,26-08-21,Thursday,4,Seasons,unknown,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree","When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways."
221,"Bob Ross: Happy Accidents, Betrayal & Greed",Movie,Documentaries,Documentaries,TV-14,various,2021,2021,8,25-08-21,Wednesday,93,min,Joshua Rofé,Bob Ross,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.
222,Clickbait,TV Show,Crime TV Shows,"Crime TV Shows, TV Dramas, TV Mysteries",TV-MA,various,2021,2021,8,25-08-21,Wednesday,1,Season,Brad Anderson,"Zoe Kazan, Betty Gabriel, Adrian Grenier, Phoenix Raei, Abraham Lim, Jessica Collins, Camaron Engels, Jaylin Fletcher, Liz Alexander, Joyce Guy, Daniel Henshall, Ian Meadows, Jamie Timony, Steve Mouzakis, Becca Lish","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why."
223,John of God: The Crimes of a Spiritual Healer,TV Show,Crime TV Shows,"Crime TV Shows, Docuseries, International TV Shows",TV-MA,various,2021,2021,8,25-08-21,Wednesday,1,Season,"Mauricio Dias, Tatiana Villela",Not listed,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press."
224,Motel Makeover,TV Show,International TV Shows,"International TV Shows, Reality TV",TV-14,various,2021,2021,8,25-08-21,Wednesday,1,Season,unknown,Not listed,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway."
225,Open Your Eyes,TV Show,International TV Shows,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,various,2021,2021,8,25-08-21,Wednesday,1,Season,unknown,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski, Wojciech Dolatowski, Klaudia Koścista, Zuzanna Galewicz, Marta Nieradkiewicz, Sara Celler Jezierska, Pola Król, Marcin Czarnik, Martyna Nowakowska","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment."
226,Post Mortem: No One Dies in Skarnes,TV Show,International TV Shows,"International TV Shows, TV Comedies, TV Dramas",TV-MA,various,2021,2021,8,25-08-21,Wednesday,1,Season,unknown,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild, Sara Khorami, Terje Strømdahl, Øystein Røger, Marianne Jonger, Martin Karelius","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if..."
227,Really Love,Movie,Dramas,"Dramas, Independent Movies, Romantic Movies",TV-MA,United States,2020,2021,8,25-08-21,Wednesday,95,min,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba",A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.
228,The November Man,Movie,Action & Adventure,Action & Adventure,R,United States,2014,2021,8,25-08-21,Wednesday,108,min,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic","An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies."
229,The Old Ways,Movie,Horror Movies,Horror Movies,TV-MA,United States,2020,2021,8,25-08-21,Wednesday,90,min,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez","A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed."
230,The River Runner,Movie,Documentaries,"Documentaries, Sports Movies",TV-MA,various,2021,2021,8,25-08-21,Wednesday,86,min,Rush Sturges,Not listed,"In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash."
231,The Water Man,Movie,Children & Family Movies,"Children & Family Movies, Dramas",PG,United States,2021,2021,8,25-08-21,Wednesday,92,min,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death."
232,Wheel of Fortune,TV Show,Reality TV,Reality TV,TV-G,United States,2019,2021,8,25-08-21,Wednesday,3,Seasons,unknown,"Pat Sajak, Vanna White","Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases."
233,Count Me In,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United Kingdom,2021,2021,8,24-08-21,Tuesday,82,min,Mark Lo,Not listed,This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.
234,Oggy Oggy,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-Y,various,2021,2021,8,24-08-21,Tuesday,1,Season,unknown,Not listed,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!
235,Untold: Caitlyn Jenner,Movie,Documentaries,"Documentaries, LGBTQ Movies, Sports Movies",TV-PG,various,2021,2021,8,24-08-21,Tuesday,70,min,Crystal Moselle,Not listed,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.
236,Boomika,Movie,Horror Movies,"Horror Movies, International Movies, Thrillers",TV-14,various,2021,2021,8,23-08-21,Monday,122,min,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
237,Boomika (Hindi),Movie,Horror Movies,"Horror Movies, International Movies, Thrillers",TV-14,various,2021,2021,8,23-08-21,Monday,122,min,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
238,Boomika (Malayalam),Movie,Horror Movies,"Horror Movies, International Movies, Thrillers",TV-14,various,2021,2021,8,23-08-21,Monday,122,min,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
239,Boomika (Telugu),Movie,Horror Movies,"Horror Movies, International Movies, Thrillers",TV-14,various,2021,2021,8,23-08-21,Monday,122,min,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think."
240,The Witcher: Nightmare of the Wolf,Movie,Action & Adventure,"Action & Adventure, Anime Features",TV-MA,various,2021,2021,8,23-08-21,Monday,84,min,Han Kwang Il,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish, Tom Canton, David Errigo Jr, Jennifer Hale, Kari Wahlgren, Matt Yang King, Darryl Kurylo, Keith Ferguson","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
